Song,Artist,Album,Lyrics
"""'Di Na Muli""",Martin Nievera,No Album,"

Nung araw kay tamis ng ating buhay
Puno ng saya at ng kulay
'Di mauulit muli
Ang oras kapag hinayaang lumipas
Madarama mo hanggang bukas
'Di mababawi muli

Ang dami daming bagay na hindi naman kailangan
Kung pwede lang bawasan natin ang mga tampuhan
Hindi mo lang alam hindi mo pa nararanasan
Kahapon sana natin di mo na pinahirapan
Patawad muli
'Di na muli

Ang oras kapag hinayaang lumipas
Madarama mo hanggang bukas
'Di mababawi muli

At natapos ang himas ng sandali
'Di kukubli aking tinig
Nang lumipas na't di man lang nasabi
Salamat hanggang sa muli

Ang dami daming bagay na hindi naman kailangan
Kung pwede lang bawasan natin ang mga tampuhan
Hindi mo lang alam hindi mo pa nararanasan
Kahapon sana natin di mo na pinahirapan
Patawad muli
'Di na muli

Binawi buhay mo ng walang sabi
Binubulong ko sa sarili
Mahal kita hanggang sa huli ('di na muli)
Mahal ko hanggang sa huli ('di na muli)
...
"
"""A Brand New Christmas""",Martin Nievera,No Album,"

A brand new Christmas
A brand new day
I stand beside you
But you seem so far away
A brand new normal
Is what they say
A brand new Christmas
Can take this away

A happy Christmas
Through unhappy days
You can't stop Christmas
No matter what people say
Merry Christmas
A better new year
A brand new Christmas
A Christmas without fear

A brand new Christmas
An old Christmas tree
I've got my family
Sharing one Christmas Eve
In different countries
So far apart
It's complicated
Thank God we made it

A happy Christmas
Through unhappy days
You can't stop Christmas
No matter what people say
Merry Christmas
A better new year
A brand new Christmas
A Christmas without fear

Each day and every day
Been through it all together
My hope my every prayer
Is living, loving, giving, healing, holding each other

A happy Christmas
Through unhappy days
You can't stop Christmas
No matter what people say
Merry Christmas
A better new year
A brand new Christmas
A Christmas without fear

You can't stop Christmas
No matter what people say
Merry Christmas
A better new year
A brand new Christmas
A Christmas without fear
"
"""After All""",Martin Nievera,No Album,"

Well, here we are again
I guess it must be fate
We've tried it on our own
But deep inside we've known
We'd be back to set things straight

I still remember when
Your kiss was so brand new
Every memory repeats
Every step I take retreats
Every journey always brings me back to you

After all the stops and starts
We keep coming back to these two hearts
Two angels who've been rescued from the fall
After all that we've been through
It all comes down to me and you
I guess it's meant to be
Forever you and me, after all

When love is truly right
(This time it's truly right)
It lives from year to year
It changes as it goes
Oh, and on the way it grows
But it never disappears

After all the stops and starts
We keep coming back to these two hearts
Two angels who've been rescued from the fall
After all that we've been through
It all comes down to me and you
I guess it's meant to be
Forever you and me, after all

Always just beyond my touch
You know I needed you so much
After all, what else is livin' for?

After all the stops and starts
We keep coming back to these two hearts
Two angels who've been rescued from the fall
After all that we've been through
It all comes down to me and you
I guess it's meant to be
Forever you and me

After all the stops and starts
We keep coming back to these two hearts
Two angels who've been rescued from the fall
After all that we've been through
It all comes down to me and you
I guess it's meant to be
Forever you and me, after all
"
"""Bayaning Tunay""",Martin Nievera,"""Songs From Home""","

[Gary V:]
Bawat araw ay may digmaan
Di mo man lang nakikita ang kalaban

[RVA:]
Balot na balot sa panablang saplot
Halos walang pahinga

[ZZP:]
At kagipita'y hindi nila iniinda
[POPS:]
Di man lang makapiling ang pamilya
[Erik:]
Ang maglingkod ang kanilang isinumpa
[Angeline:]
Kahit buhay pa nila ang nakataya

[Sam C:]
Kailangan na sila ay tulungan
[KZ:]
Hindi natin sila dapat kalimutan
[Lea:]
Sino pa ba kundi tayo-tayo rin
Ang kikilos para sa bayan natin

[Martin:]
Saludo, saludo
Sa inyong kabayanihan
[Ogie:]
Salamat, salamat
Sa inyong pagmamalasakit
[Piolo:]
Mahal namin kayo, ng taos puso
[Martin / Ogie / Piolo:]
Bayaning tunay kayo

[Bamboo:]
Saludo, saludo
Sa inyong kabayanihan
[Ely:]
Salamat, salamat
Sa inyong pagmamalasakit
[Rico:]
Mahal namin kayo, ng taos puso
Bayaning Tunay kayo

[Lani:]
Kayrami ng mga nasawi
Sa puso natin sila'y Mananatili
[Morissette:]
Hindi sa ganito matatapos ito
[Janine:]
Magsama-sama na tayo

[Christian B / Kyla:]
Saludo, saludo
Sa inyong kabayanihan
[Jed and Klarisse:]
Salamat, salamat
Sa inyong pagmamalasakit
[Jason Dy / Noel C / Nyoy:]
Mahal namin kayo, ng taos puso
Bayaning tunay kayo

[All (with aria by Lara Maigue):]
Saludo, saludo
Sa inyong kabayanihan
Salamat, salamat
Sa inyong pagmamalasakit
Mahal namin kayo, ng taos puso
Bayaning tunay kayo
Bayaning tunay kayo
"
"""Be My Lady""",Martin Nievera,No Album,"

Be my lady
Come to me and take my hand
And be my lady
Truly I must let you know
That I'm in love with you
All I want is you
How I need you
So please...

Be my lady
Maybe you could lose the pain
If you just tell me
Say the words you long to whisper
That I want to hear
Something's on your mind
Is it hidden in your smile

Be my lady
Just forget the past
It's time to mend your broken heart
No walls divide us now
So dry the tears in your eyes
Nothing can stop us now
I'll give you all I have

Be my lady
You're the one that I adore
So please believe me
I can never find the courage
To resist your charm
Nothing's more divine
Than each moment
You are mine

Be my lady
Just forget the past
It's time to mend your broken heart
No walls divide us now
So dry the tears in your eyes
Nothing can stop us now
I'll give you all I have

Be my lady
Let the sun shine through your heart
And make a brand new start
Stay with me each night and day
Through the rest of my life
Just like a work of art
My love will last until forever

Just like a work of art
My love will last forever
"
"""Each Day With You""",Martin Nievera,No Album,"

Flowers for you, on this lovely evening
Though they have no words they share my feelings
As we walk along the avenue
Pardon me, I just can't help staring at you

When I look into those sparkling eyes
I float in the air and wander in paradise
You give my heart a source of inspiration
Your beauty is beyond imagination

You are the one
The only one that I desire
When we touch
When we're one you light the fire
The seasons we share
Hand in hand, there seems to be no time
Each day with you becomes a Valentine

Time must go on and so must we
Moments slip away but not the memories
One day as we look back with all this treasure
Candlelight that shines beyond forever

You are the one,
The only one that I desire
When we touch
When we're one you light the fire
The seasons we share
Hand in hand, there seems to be no time
Each day with you becomes a Valentine
Your beauty is beyond imagination

You are the one,
The only one that I desire
When we touch
When we're one you light the fire
The seasons we share
Hand in hand, there seems to be no time
Each day with you becomes a Valentine

You are the one,
The only one that I desire
When we touch
When we're one you light the fire
The seasons we share
Hand in hand, there seems to be no time
Each day with you becomes a Valentine
"
"""Forever""",Martin Nievera,No Album,"

We've come so far
To leave it all behind
I wonder why

Why did you go away
You left me all alone
No words can say
My love please stay

You and I
We have moments left to share
You and I
We can make it anywhere
You and I
We belong in each other's arms
There can be no other love
Now I know we can have it all...
Forever

Each night I pray
That we can be together
Once again

Forever more we'll stay
In love this way
No matter what they say
Until the end

You and I
We have moments left to share
You and I
We can make it anywhere
You and I
We belong in each other's arms
There can be no other love
Now I know we can have it all...
Forever

You and I
We have moments left to share
You and I
We can make it anywhere
You and I
We belong in each other's arms
There can be no other love
Now I know that we can have it all...
Forever
Now I know we can have it all...
Forever
Now I know we can have it all...
Forever
"
"""Giliw""",Martin Nievera,No Album,"

Nais ko sana'y malaman mo
Alaala ka tanging giliw ko
Awit ng puso'y pakingan mo
Masdan mong nanabik
Umiibig sayo

Kaylan pa malilimutan ka
Kung sigaw ang ngalan mo sa tuwitwina
At tuwing lumalalim ang gabi
Tinig mo'y maririnig
At makikita ka

Giliw san ako patutungo
Kung walang pagibig mo
Ang pangarap ko'y makapiling ka muli

Pano ka malilimutan pa
Kung laman ng isip ko'y iyong ganda
At tuwing lulubog na ang araw
Mata ko'y pumipikit
Dalangin ay ikaw

Giliw san ako patutungo
Kung walang pagibig mo
Ang pangarap ko'y makapiling ka muli

La la la, la la la la la la la, la la la la la la
La la la la la la la
Giliw san ako patutungo
Kung walang pagibig mo
Ala ala ka pagkat mahal kita
Giliw
"
"""Got To Look For It""",Martin Nievera,No Album,"

I never really wondered
What went on, around me
And I've never really bothered
To give it any thought

If ever you wanted
A helpin' hand
You know where to find it
Just look around and you will see it everywhere

Got to look for it
Get by yourself
Get everyone with it
Got to look for it
If you really, really wanna get there

I tried my best to find it
But you were never never there to help me
And I've never had the strength
Just come around to your door

If ever you wanted
A helpin' hand
You know where to find it
Just look around and you will see it everywhere

Got to look for it
Get by yourself
Get everyone with it
Got to look for it
If you really, really wanna get there

Got to look for it
Get by youself
Get everyone with it
(Got to look for it)
If you really, really wanna get there

Got to look for it
Get by youself
Get everyone with it
(Got to look for it)
If you really, really wanna get there

Got to look for it
Get by youself
Get everyone with it
(Got to look for it)
If you really, really wanna get there

Got to look for it
Get by youself
Get everyone with it
(Got to look for it)
If you really, really wanna get there
"
"""Hanggang Kailan""",Martin Nievera,No Album,"

Ang kailangan ko
Ay ang pag-ibig mo
Sa bawa't sandali
Mananatili ka sa aking puso
Diyos ang may alam
Kita'y minamahal
Sana'y magtiwala kang
Pag-ibig ko'y magtatagal

O hanggang kailan
Kailan ko malalaman
Ang iyong tugon
At ang iyong kalooban

Wala na ngang iba
Akong mahihiling
Kung hindi ang 'yong sabihin sa aking

O hanggang kailan
Kailan ko malalaman
Ang iyong tugon
At ang iyong kalooban

Wala na ngang iba
Akong mahihiling
Kung hindi ang 'yong sabihin sa aking

Ako'y mahal mo rin
"
"""Hanggang Ngayon""",Martin Nievera,No Album,"

Akala ko, hindi na babalik
Ang lungkot at ang pananabik
Akala ko, tuluyan nang nilimot ng puso
Ang alaala mo

Akala ko, sabay ng panahon
Lilipas ang hapdi ng kahapon
Akala ko, mabuti pa sa piling ng iba
Mahirap tanggapin, ako'y nagkamali pala

Hanggang ngayon, ikaw pa rin
Ang hinahanap-hanap ng aking puso at damdamin
Hanggang ngayon, walang iba
Dito sa puso ko, ika'y nag-iisa, sinta

Akala ko, tanda ng 'yong ngiti
Ang pag-asa na makita kang muli
Akala ko, natuto na 'ko na limutin ka
Ngunit hindi pala

Hanggang ngayon, ikaw pa rin
Ang hinahanap-hanap ng aking puso at damdamin
Hanggang ngayon, walang iba
Dito sa puso ko, ika'y nag-iisa, sinta

Hindi ko ata kaya kung wala sa piling mo
Kailangan ko'y ikaw, dito sa buhay ko

Hanggang ngayon, ikaw pa rin
Ang hinahanap-hanap ng aking puso at damdamin
Hanggang ngayon, walang iba
Dito sa puso ko, ika'y nag-iisa
Hah hah, sinta

Oh whoa whoa
Hanggang ngayon
"
"""Hanggang Sa Kailanman""",Martin Nievera,No Album,"

Nadama ng puso ko
Nag-ibang iba ang pag-ibig mo
Sadya wala nang papantay sa 'yong pagmamahal
Dinadalangin ko pag-ibig nati'y magtagal

Kung ako ay iiwan
Sa'yo'y hindi magdaramdam
Lagi mong iisipin na may'rong katulad ko
Abutin man ng kailanma'y magmamahal sa'yo

Ang puso ko'y naririto
Bawat pintig para sa'yo
Ikaw lang sa damdamin
Ito ay aaminin
Lagi kitang mamahalin, giliw

Kung ako ay iiwan
Sa yo'y hindi magdaramdam
Lagi mong iisipin na may'rong katulad ko
Abutin man ng kailanma'y magmamahal sa'yo

Sa isip ko ikaw sinta
Bawat saglit alaala ka
Sana'y huwag nang hangganan ating pagmamahalan
Pag-ibig ko'y hanggang sa kailanman

Ang puso ko'y naririto
Bawat pintig para sa'yo
Ikaw lang sa damdamin
Ito ay aaminin
Lagi kitang mamahalin

Sa isip ko ikaw sinta
Bawat saglit alaala ka
Sana'y huwag nang hangganan ating pagmamahalan
Pag-ibig ko'y hanggang sa kailanman

Hanggang sa kailanman
"
"""Hard To Get""",Martin Nievera,No Album,"

You play hard to get
But can't you see it's not going great?
It's not that easy to work things out
When so much is left unsaid
We keep playing these guessing games
Deciphering your mysterious claims
Why don't you just break it down?
Let's begin with ""What's your name?""

Let's not play this hide and seek
Let's just dance cheek to cheek

It's time we drop this chase
Emerge from your hiding place
Won't it be so cool
To finally see your face?

People pray hard to get you
But we can't make heads or tails of you
If we ask you to give us spoilers
You'll just give us another clue!

Oh please don't play this hide and seek
Why don't we dance cheek to cheek?

It's time we drop this chase
Emerge from your hiding place
Won't it be so cool
To finally see your face?

Don't you see it's not easy?
It's a daily uphill climb
You can see eternity
But we're stuck in space and time

Oh please don't play this hide and seek
Why don't we dance cheek to cheek?

It's time to drop this chase
Emerge from your hiding place
Won't it be so cool to finally see you...
Won't it be so cool to finally see you...
Won't it be so cool to finally see...
Your face?
"
"""Holiday""",Martin Nievera,No Album,"

You're my holiday
You brighten up my life with those words you say
Capture all the love in me
Fill my world with every passing day
Your smile, your touch, your love, you're my holiday

So in love
The feelings that we share are what I'm dreamin' of
And even when we're far away
Though distance is just time and space, they say
With you by my side, it's a holiday

Time is on our side
'Cause when we say goodbye
Love will take us there
Together you and I

You're my holiday
I'm holding close each mem'ry, they won't fade away
But I'll come back to you someday
So in your heart please save a space for me
I'll be coming home just you wait and see

Woh...oh...

And love will keep us there
Together you and I

You're my holiday
The holiday in my life
"
"""How Can I""",Martin Nievera,No Album,"

How can things go wrong
When you're here with me
All of time and space would stop
They'd stop for you and me
How can we go wrong
We're like words within a song
Perfect rhyme and perfect time
And perfect harmony

Now our words have lost their way
And all they seem to say
You don't intend to stay with me
Tell me why
When we have come this far
We're happy as we are
But now

How can I feel right
When you're not by my side
Strange that I'm here all alone
As I recall the happy times
The happy songs, the perfect rhymes
How can I go on
How can I move on
How can I, how can I
Without you

Now our words have lost their way
And all they seem to say
You don't intend to stay with me
Tell me why
When we have come this far
We're happy as we are
But now, now

How can I feel right
When you're not by my side
Strange that I'm here all alone
As I recall the happy times
The happy songs, the perfect rhymes
How can I go on
How can I move on
How can I, how can I, how can I
"
